TransactionID,CustomerID,TransactionDate,TransactionAmount,TransactionType,Currency,CounterpartyID,CounterpartyCountry,TransactionChannel,TransactionPurpose,FlagStatus
TRANS000236,CUST00635,2024-05-15,21010.57,Credit,USD,COUNTER5490,New Zealand,Branch,Investment,Yes
TRANS000237,CUST00925,2024-11-23,1765.97,Credit,USD,COUNTER3267,Wallis and Futuna,ATM,Business,No
TRANS000238,CUST00966,2024-02-13,71414.6,Debit,EUR,COUNTER8676,Sweden,Online,Personal,Yes
TRANS000239,CUST00533,2024-09-15,62810.05,Debit,EUR,COUNTER5187,Fiji,Online,Personal,Yes
TRANS000240,CUST00849,2024-03-12,54720.07,Debit,USD,COUNTER2863,Turks and Caicos Islands,Online,Investment,Yes
TRANS000241,CUST00659,2024-02-19,98734.66,Credit,GBP,COUNTER9191,Norway,ATM,Business,Yes
TRANS000242,CUST00261,2024-02-09,27225.74,Debit,EUR,COUNTER1138,Netherlands,ATM,Personal,Yes
TRANS000243,CUST00678,2024-06-06,39317.61,Debit,GBP,COUNTER9627,Korea,ATM,Investment,Yes
TRANS000244,CUST00625,2024-10-13,13434.34,Transfer,USD,COUNTER1979,Nicaragua,Branch,Business,Yes
TRANS000245,CUST00484,2024-01-22,29301.04,Credit,JPY,COUNTER9940,Sweden,Online,Investment,Yes
TRANS000246,CUST00617,2024-02-09,98797.99,Credit,EUR,COUNTER6715,United States of America,Branch,Business,Yes
TRANS000247,CUST00025,2024-10-28,49528.41,Credit,USD,COUNTER3921,Cocos (Keeling) Islands,Branch,Personal,Yes
TRANS000248,CUST00938,2024-09-11,80592.77,Transfer,EUR,COUNTER9080,Kazakhstan,Online,Investment,Yes
TRANS000249,CUST00410,2024-09-12,94688.29,Credit,USD,COUNTER7466,Liberia,Online,Investment,Yes
TRANS000250,CUST00594,2024-06-30,2489.9,Transfer,JPY,COUNTER6000,Indonesia,ATM,Investment,No
TRANS000251,CUST00562,2024-09-05,48090.42,Transfer,USD,COUNTER1402,Germany,Online,Investment,Yes
TRANS000252,CUST00355,2024-03-05,95256.23,Credit,JPY,COUNTER2205,Egypt,Branch,Investment,Yes
TRANS000253,CUST00329,2024-01-24,31942.66,Transfer,GBP,COUNTER6600,Macao,Branch,Business,Yes
TRANS000254,CUST00617,2024-02-22,36801.31,Transfer,EUR,COUNTER8146,Bouvet Island (Bouvetoya),Online,Business,Yes
TRANS000255,CUST00375,2024-09-30,66126.8,Credit,EUR,COUNTER3141,Guyana,Branch,Business,Yes
TRANS000256,CUST00561,2024-07-23,87838.36,Debit,GBP,COUNTER6795,Chile,Branch,Personal,Yes
TRANS000257,CUST00803,2024-08-26,3668.97,Credit,GBP,COUNTER6515,Armenia,Online,Business,No
TRANS000258,CUST00140,2024-09-04,96323.82,Transfer,USD,COUNTER4155,Brazil,Online,Investment,Yes
TRANS000259,CUST00177,2024-08-22,81658.06,Debit,JPY,COUNTER4417,Cyprus,Branch,Investment,Yes
TRANS000260,CUST00085,2024-05-09,32718.5,Credit,USD,COUNTER3684,India,Online,Personal,Yes
TRANS000261,CUST00131,2024-09-06,84002.8,Credit,GBP,COUNTER4065,Papua New Guinea,Online,Investment,Yes
TRANS000262,CUST00898,2024-10-30,60818.69,Credit,EUR,COUNTER6347,Slovenia,ATM,Business,Yes
TRANS000263,CUST00525,2024-09-06,87081.28,Transfer,EUR,COUNTER6194,Bermuda,Branch,Business,Yes
TRANS000264,CUST00920,2024-11-28,14488.31,Transfer,JPY,COUNTER2923,Tuvalu,Online,Business,Yes
TRANS000265,CUST00789,2024-01-22,75890.51,Transfer,GBP,COUNTER8202,Guyana,ATM,Personal,Yes
TRANS000266,CUST00045,2024-04-05,44918.78,Transfer,USD,COUNTER6040,Botswana,Online,Investment,Yes
TRANS000267,CUST00663,2024-06-19,9018.57,Credit,GBP,COUNTER4829,Guinea,Online,Business,No
TRANS000268,CUST00093,2024-07-22,33679.37,Transfer,USD,COUNTER2582,Yemen,Online,Investment,Yes
TRANS000269,CUST00663,2024-08-01,96471.13,Transfer,USD,COUNTER4522,United States Virgin Islands,ATM,Personal,Yes
TRANS000270,CUST00562,2024-08-16,36070.2,Credit,USD,COUNTER9445,Albania,Branch,Business,Yes
TRANS000271,CUST00555,2024-10-20,32839.68,Debit,JPY,COUNTER4757,Northern Mariana Islands,ATM,Personal,Yes
TRANS000272,CUST00072,2024-09-07,84898.61,Credit,USD,COUNTER8203,Burkina Faso,Branch,Investment,Yes
TRANS000273,CUST00354,2024-09-25,68257.41,Credit,GBP,COUNTER2880,Christmas Island,Branch,Personal,Yes
TRANS000274,CUST00149,2024-07-05,66275.04,Credit,USD,COUNTER8998,Chile,Online,Personal,Yes
TRANS000275,CUST00205,2024-04-24,45410.6,Transfer,EUR,COUNTER4565,Albania,Branch,Personal,Yes
TRANS000276,CUST00200,2024-03-05,67968.54,Credit,EUR,COUNTER2284,Sao Tome and Principe,Online,Personal,Yes
TRANS000277,CUST00479,2024-02-28,11550.23,Transfer,GBP,COUNTER8539,Bangladesh,ATM,Personal,Yes
TRANS000278,CUST00812,2024-04-13,18231.51,Debit,GBP,COUNTER5854,Russian Federation,Branch,Business,Yes
TRANS000279,CUST00885,2024-05-28,22794.16,Credit,EUR,COUNTER1290,Norway,Online,Business,Yes
TRANS000280,CUST00176,2024-10-21,49323.47,Transfer,EUR,COUNTER3029,Malta,ATM,Business,Yes
TRANS000281,CUST00448,2024-11-26,18964.25,Debit,EUR,COUNTER3592,Morocco,Branch,Business,Yes
TRANS000282,CUST00074,2024-04-09,46545.46,Transfer,JPY,COUNTER5849,Lithuania,Online,Business,Yes
TRANS000283,CUST00366,2024-04-20,2749.86,Credit,EUR,COUNTER2366,New Caledonia,Online,Personal,No
TRANS000284,CUST00394,2024-07-18,79708.75,Transfer,JPY,COUNTER2992,Honduras,Online,Investment,Yes
TRANS000285,CUST00811,2024-07-02,93631.67,Debit,GBP,COUNTER5283,Congo,Branch,Investment,Yes
TRANS000286,CUST00747,2024-05-16,64546.99,Transfer,JPY,COUNTER8129,Cayman Islands,Branch,Business,Yes
TRANS000287,CUST00752,2024-02-23,57445.07,Transfer,EUR,COUNTER4745,Zambia,ATM,Personal,Yes
TRANS000288,CUST00100,2024-01-14,69459.15,Transfer,GBP,COUNTER3752,Samoa,Online,Business,Yes
TRANS000289,CUST00073,2024-11-11,83197.31,Credit,JPY,COUNTER3898,Northern Mariana Islands,Branch,Personal,Yes
TRANS000290,CUST00739,2024-03-17,52553.33,Transfer,EUR,COUNTER2283,American Samoa,Branch,Business,Yes
TRANS000291,CUST00705,2024-07-11,74578.13,Credit,EUR,COUNTER6415,Eritrea,ATM,Business,Yes
TRANS000292,CUST00444,2024-06-23,23414.67,Credit,JPY,COUNTER2521,Dominica,Branch,Personal,Yes
TRANS000293,CUST00181,2024-03-07,20300.99,Transfer,GBP,COUNTER5792,Singapore,Online,Investment,Yes
TRANS000294,CUST00625,2024-10-14,41200.51,Credit,GBP,COUNTER6334,Jersey,Branch,Investment,Yes
TRANS000295,CUST00481,2024-01-20,95007.79,Transfer,EUR,COUNTER9314,Belize,Online,Personal,Yes
TRANS000296,CUST00647,2024-03-22,90105.51,Transfer,JPY,COUNTER1940,Nepal,ATM,Investment,Yes
TRANS000297,CUST00738,2024-03-17,32811.33,Credit,JPY,COUNTER7436,British Virgin Islands,Branch,Investment,Yes
TRANS000298,CUST00411,2024-07-19,22072.86,Transfer,GBP,COUNTER3330,Kyrgyz Republic,ATM,Business,Yes
TRANS000299,CUST00376,2024-05-19,36622.51,Debit,EUR,COUNTER2209,Peru,Branch,Business,Yes
TRANS000300,CUST00619,2024-11-16,52314.83,Transfer,JPY,COUNTER1736,Netherlands Antilles,Online,Investment,Yes
TRANS000301,CUST00224,2024-10-27,80323.41,Debit,EUR,COUNTER4499,Lebanon,Online,Business,Yes
TRANS000302,CUST00719,2024-07-29,72906.39,Credit,JPY,COUNTER3991,Guinea,Online,Business,Yes
TRANS000303,CUST00517,2024-11-18,5521.96,Transfer,USD,COUNTER2571,Sao Tome and Principe,ATM,Investment,No
TRANS000304,CUST00179,2024-04-23,56450.81,Transfer,JPY,COUNTER1322,Belgium,Online,Business,Yes
TRANS000305,CUST00901,2024-03-27,47272.34,Transfer,GBP,COUNTER9600,Vanuatu,Branch,Personal,Yes
TRANS000306,CUST00361,2024-07-01,61158.51,Debit,USD,COUNTER2465,Uruguay,Branch,Investment,Yes
TRANS000307,CUST00532,2024-04-29,8270.44,Transfer,GBP,COUNTER9535,Marshall Islands,Branch,Personal,No
TRANS000308,CUST00060,2024-09-11,6682.61,Debit,JPY,COUNTER9402,Samoa,ATM,Investment,No
TRANS000309,CUST00306,2024-08-08,64757.28,Credit,USD,COUNTER3442,Jersey,Branch,Personal,Yes
TRANS000310,CUST00304,2024-05-20,4354.15,Transfer,JPY,COUNTER7928,New Caledonia,Online,Personal,No
TRANS000311,CUST00167,2024-08-13,43183.3,Transfer,GBP,COUNTER9710,Saint Barthelemy,ATM,Investment,Yes
TRANS000312,CUST00657,2024-05-11,73595.19,Debit,EUR,COUNTER3343,Ireland,Online,Business,Yes
TRANS000313,CUST00186,2024-04-01,23454.91,Credit,GBP,COUNTER4230,Belarus,ATM,Investment,Yes
TRANS000314,CUST00946,2024-04-12,94817.93,Transfer,GBP,COUNTER4162,Tokelau,Online,Personal,Yes
TRANS000315,CUST00272,2024-12-03,20874.54,Transfer,USD,COUNTER5262,Netherlands Antilles,Online,Business,Yes
TRANS000316,CUST00443,2024-09-12,59492.23,Debit,EUR,COUNTER1347,Antigua and Barbuda,Branch,Investment,Yes
TRANS000317,CUST00948,2024-01-13,26146.98,Credit,GBP,COUNTER7521,Philippines,Online,Investment,Yes
TRANS000318,CUST00781,2024-01-20,39086.49,Credit,EUR,COUNTER5048,Saint Kitts and Nevis,Online,Personal,Yes
TRANS000319,CUST00324,2024-08-29,51968.36,Credit,JPY,COUNTER8030,Kiribati,ATM,Business,Yes
TRANS000320,CUST00253,2024-04-02,65512.54,Debit,GBP,COUNTER3680,Guam,Online,Personal,Yes
TRANS000321,CUST00403,2024-06-16,45215.57,Credit,GBP,COUNTER2980,Saudi Arabia,Online,Business,Yes
TRANS000322,CUST00179,2024-03-06,36188.2,Transfer,EUR,COUNTER7632,Guinea-Bissau,Branch,Personal,Yes
TRANS000323,CUST00247,2024-03-04,49970.21,Credit,JPY,COUNTER1941,Cape Verde,ATM,Investment,Yes
TRANS000324,CUST00903,2024-08-04,50251.8,Credit,GBP,COUNTER2638,Sudan,ATM,Investment,Yes
TRANS000325,CUST00653,2024-10-16,84303.24,Transfer,USD,COUNTER5773,French Guiana,ATM,Business,Yes
TRANS000326,CUST00214,2024-11-20,5529.52,Debit,JPY,COUNTER2632,South Georgia and the South Sandwich Islands,Online,Business,No
TRANS000327,CUST00823,2024-05-30,66558.32,Credit,EUR,COUNTER7260,Belarus,Branch,Personal,Yes
TRANS000328,CUST00020,2024-04-27,72423.96,Transfer,GBP,COUNTER2235,France,Branch,Personal,Yes
TRANS000329,CUST00290,2024-11-22,26937.57,Credit,USD,COUNTER2268,Greenland,ATM,Personal,Yes
TRANS000330,CUST00071,2024-02-05,20991.59,Debit,USD,COUNTER1509,Austria,Branch,Business,Yes
TRANS000331,CUST00270,2024-01-22,21402.05,Credit,USD,COUNTER9779,Japan,ATM,Personal,Yes
TRANS000332,CUST00473,2024-12-06,43323.81,Credit,JPY,COUNTER6396,Tokelau,Online,Business,Yes
TRANS000333,CUST00868,2024-09-03,95287.59,Debit,USD,COUNTER1877,Estonia,Online,Personal,Yes
TRANS000334,CUST00294,2024-07-17,62993.3,Credit,USD,COUNTER6057,Brazil,Online,Investment,Yes
TRANS000335,CUST00229,2024-11-16,42562.6,Credit,GBP,COUNTER7019,Ghana,ATM,Business,Yes
TRANS000336,CUST00594,2024-02-22,67153.16,Debit,USD,COUNTER1458,United States of America,Online,Investment,Yes
TRANS000337,CUST00787,2024-05-20,26853.43,Debit,JPY,COUNTER9566,Angola,Branch,Personal,Yes
TRANS000338,CUST00457,2024-09-08,41012.9,Debit,GBP,COUNTER1362,Antarctica (the territory South of 60 deg S),ATM,Investment,Yes
TRANS000339,CUST00376,2024-05-09,77291.2,Debit,GBP,COUNTER8562,New Caledonia,ATM,Business,Yes
TRANS000340,CUST00563,2024-03-26,68571.27,Credit,JPY,COUNTER6694,Brazil,ATM,Personal,Yes
TRANS000341,CUST00196,2024-05-19,57496.63,Debit,EUR,COUNTER7852,Croatia,Online,Investment,Yes
TRANS000342,CUST00006,2024-05-25,47286.51,Credit,EUR,COUNTER8370,China,ATM,Investment,Yes
TRANS000343,CUST00619,2024-09-06,39704.95,Transfer,JPY,COUNTER2067,Cook Islands,Branch,Personal,Yes
TRANS000344,CUST00551,2024-07-17,36053.26,Transfer,GBP,COUNTER3640,New Zealand,ATM,Business,Yes
TRANS000345,CUST00255,2024-02-08,72616.73,Debit,USD,COUNTER2593,Ecuador,Branch,Business,Yes
TRANS000346,CUST00849,2024-05-04,4321.82,Debit,USD,COUNTER3751,Belize,Branch,Investment,No
TRANS000347,CUST00094,2024-08-26,41913.38,Debit,USD,COUNTER7975,Indonesia,ATM,Personal,Yes
TRANS000348,CUST00406,2024-07-22,7661.77,Debit,JPY,COUNTER3404,Saudi Arabia,ATM,Personal,No
TRANS000349,CUST00393,2024-02-29,50556.2,Credit,USD,COUNTER4080,Albania,ATM,Personal,Yes
TRANS000350,CUST00502,2024-04-21,70376.41,Debit,JPY,COUNTER9354,Germany,ATM,Business,Yes
TRANS000351,CUST00131,2024-01-30,45138.55,Debit,GBP,COUNTER3685,Antarctica (the territory South of 60 deg S),Branch,Investment,Yes
TRANS000352,CUST00563,2024-08-29,73838.76,Transfer,EUR,COUNTER2227,Seychelles,ATM,Personal,Yes
TRANS000353,CUST00999,2024-01-25,47310.27,Credit,EUR,COUNTER6012,Colombia,Branch,Investment,Yes
TRANS000354,CUST00399,2024-08-10,82486.58,Credit,EUR,COUNTER1796,Guernsey,Online,Personal,Yes
TRANS000355,CUST00115,2024-06-28,7036.58,Debit,GBP,COUNTER8663,Hungary,Online,Investment,No
TRANS000356,CUST00083,2024-01-04,44027.98,Credit,JPY,COUNTER7607,Christmas Island,ATM,Personal,Yes
TRANS000357,CUST00609,2024-11-22,51702.13,Debit,USD,COUNTER4047,Mozambique,Online,Business,Yes
TRANS000358,CUST00448,2024-10-10,38937.44,Debit,EUR,COUNTER7703,Egypt,Branch,Investment,Yes
TRANS000359,CUST00900,2024-06-22,48106.75,Credit,USD,COUNTER9744,Heard Island and McDonald Islands,Branch,Investment,Yes
TRANS000360,CUST00260,2024-02-07,43774.73,Debit,GBP,COUNTER3273,Kuwait,ATM,Investment,Yes
TRANS000361,CUST00412,2024-10-26,99718.23,Credit,GBP,COUNTER9464,India,Online,Investment,Yes
TRANS000362,CUST00871,2024-06-16,51120.1,Credit,USD,COUNTER8660,Latvia,Branch,Personal,Yes
TRANS000363,CUST00607,2024-11-30,59164.95,Debit,USD,COUNTER9573,Slovenia,Branch,Investment,Yes
TRANS000364,CUST00163,2024-07-28,88490.04,Credit,JPY,COUNTER6247,Turks and Caicos Islands,ATM,Personal,Yes
TRANS000365,CUST00249,2024-07-21,61244.62,Transfer,GBP,COUNTER2073,Serbia,Online,Investment,Yes
TRANS000366,CUST00327,2024-03-27,18651.33,Debit,USD,COUNTER5241,Montserrat,Branch,Business,Yes
TRANS000367,CUST00715,2024-03-09,32126.22,Transfer,USD,COUNTER9705,Egypt,ATM,Personal,Yes
TRANS000368,CUST00605,2024-11-23,93254.27,Debit,JPY,COUNTER8673,Turks and Caicos Islands,Online,Business,Yes
TRANS000369,CUST00797,2024-06-03,47460.7,Credit,EUR,COUNTER7727,France,Online,Personal,Yes
TRANS000370,CUST00004,2024-11-20,23924.08,Debit,USD,COUNTER6671,Bangladesh,Branch,Investment,Yes
TRANS000371,CUST00543,2024-05-01,68989.44,Transfer,JPY,COUNTER3307,Morocco,ATM,Personal,Yes
TRANS000372,CUST00812,2024-11-11,61915.77,Transfer,JPY,COUNTER5498,Saint Pierre and Miquelon,Online,Business,Yes
TRANS000373,CUST00740,2024-01-02,47994.3,Transfer,JPY,COUNTER9086,Georgia,Online,Investment,Yes
TRANS000374,CUST00026,2024-12-02,52024.7,Debit,EUR,COUNTER6440,Haiti,ATM,Business,Yes
TRANS000375,CUST00377,2024-01-29,12851.21,Debit,JPY,COUNTER3413,Macao,Online,Business,Yes
TRANS000376,CUST00327,2024-05-01,5678.26,Transfer,JPY,COUNTER9997,Slovenia,ATM,Personal,No
TRANS000377,CUST00850,2024-10-08,99885.32,Credit,JPY,COUNTER2888,Moldova,ATM,Investment,Yes
TRANS000378,CUST00228,2024-03-01,1225.26,Credit,USD,COUNTER9197,Tuvalu,Branch,Investment,No
TRANS000379,CUST00376,2024-11-19,75132.25,Transfer,GBP,COUNTER1736,Nigeria,Branch,Business,Yes
TRANS000380,CUST00280,2024-09-08,36471.32,Debit,USD,COUNTER2541,Afghanistan,Online,Business,Yes
TRANS000381,CUST00882,2024-01-24,60836.64,Debit,USD,COUNTER8054,Saudi Arabia,Online,Investment,Yes
TRANS000382,CUST00669,2024-01-28,67999.51,Debit,EUR,COUNTER9684,Albania,ATM,Personal,Yes
TRANS000383,CUST00423,2024-04-11,22924.67,Credit,USD,COUNTER9462,South Georgia and the South Sandwich Islands,Branch,Business,Yes
TRANS000384,CUST00620,2024-11-20,50803.49,Credit,JPY,COUNTER8010,Croatia,Online,Personal,Yes
TRANS000385,CUST00164,2024-06-24,34873.64,Credit,EUR,COUNTER9090,Canada,ATM,Investment,Yes
TRANS000386,CUST00455,2024-03-05,28377.44,Debit,JPY,COUNTER1332,Hungary,Online,Personal,Yes
TRANS000387,CUST00498,2024-01-06,26613.08,Transfer,GBP,COUNTER8113,Mayotte,Branch,Personal,Yes
TRANS000388,CUST00691,2024-06-25,36461.4,Credit,EUR,COUNTER7580,Estonia,ATM,Business,Yes
TRANS000389,CUST00355,2024-12-06,59433.19,Credit,JPY,COUNTER8276,Bouvet Island (Bouvetoya),Branch,Personal,Yes
TRANS000390,CUST00329,2024-07-19,24963.53,Debit,GBP,COUNTER7505,Holy See (Vatican City State),Branch,Business,Yes
TRANS000391,CUST00957,2024-01-21,91595.42,Debit,JPY,COUNTER9613,Spain,Branch,Business,Yes
TRANS000392,CUST00634,2024-02-14,68927.27,Debit,JPY,COUNTER2728,United States Minor Outlying Islands,Branch,Investment,Yes
TRANS000393,CUST00876,2024-11-04,1642.34,Credit,GBP,COUNTER4760,Monaco,Online,Investment,No
TRANS000394,CUST00576,2024-01-04,14624.47,Credit,USD,COUNTER8967,Equatorial Guinea,Branch,Business,Yes
TRANS000395,CUST00422,2024-05-28,60668.72,Debit,GBP,COUNTER8772,Czech Republic,ATM,Business,Yes
TRANS000396,CUST00978,2024-02-27,72558.22,Credit,JPY,COUNTER1413,Estonia,Online,Investment,Yes
TRANS000397,CUST00334,2024-11-13,21756.09,Transfer,EUR,COUNTER7757,Saint Pierre and Miquelon,ATM,Personal,Yes
TRANS000398,CUST00405,2024-02-16,67496.75,Debit,EUR,COUNTER3251,Guinea,Online,Personal,Yes
TRANS000399,CUST00615,2024-01-08,84025.66,Debit,USD,COUNTER2754,Cambodia,ATM,Business,Yes
TRANS000400,CUST00419,2024-04-16,64340.89,Credit,EUR,COUNTER3351,American Samoa,Branch,Investment,Yes
TRANS000401,CUST00753,2024-10-01,81503.06,Debit,GBP,COUNTER6069,Sweden,Branch,Business,Yes
TRANS000402,CUST00858,2024-03-19,78652.45,Credit,USD,COUNTER6140,Vanuatu,Online,Personal,Yes
TRANS000403,CUST00702,2024-06-24,5812.64,Credit,EUR,COUNTER7591,Holy See (Vatican City State),Online,Business,No
TRANS000404,CUST00951,2024-11-23,61945.37,Credit,JPY,COUNTER1619,Iran,Branch,Personal,Yes
TRANS000405,CUST00174,2024-09-06,47686.33,Credit,GBP,COUNTER6491,Micronesia,Branch,Business,Yes
TRANS000406,CUST00339,2024-06-24,68623.37,Transfer,JPY,COUNTER6317,Kiribati,Branch,Investment,Yes
TRANS000407,CUST00342,2024-09-07,68928.45,Transfer,USD,COUNTER9548,Niue,Online,Personal,Yes
TRANS000408,CUST00394,2024-05-28,17185.0,Debit,USD,COUNTER1775,Guernsey,Branch,Business,Yes
TRANS000409,CUST00259,2024-04-08,46264.47,Transfer,USD,COUNTER7720,Tonga,ATM,Business,Yes
TRANS000410,CUST00059,2024-07-27,38717.1,Debit,JPY,COUNTER1330,Comoros,ATM,Personal,Yes
TRANS000411,CUST00133,2024-08-18,64520.41,Transfer,USD,COUNTER2185,Kenya,Branch,Personal,Yes
TRANS000412,CUST00365,2024-06-07,7012.89,Credit,USD,COUNTER4020,Madagascar,ATM,Personal,No
TRANS000413,CUST00486,2024-05-14,24055.2,Transfer,EUR,COUNTER6310,Fiji,Branch,Investment,Yes
TRANS000414,CUST00371,2024-10-28,71189.71,Debit,JPY,COUNTER2836,French Southern Territories,Online,Personal,Yes
TRANS000415,CUST00402,2024-11-25,24747.63,Debit,EUR,COUNTER5575,South Georgia and the South Sandwich Islands,ATM,Business,Yes
TRANS000416,CUST00216,2024-05-23,71144.78,Transfer,JPY,COUNTER7248,Tuvalu,Online,Personal,Yes
TRANS000417,CUST00374,2024-04-04,55636.2,Transfer,GBP,COUNTER2656,Micronesia,Online,Personal,Yes
TRANS000418,CUST00258,2024-11-25,18215.78,Transfer,GBP,COUNTER3818,Heard Island and McDonald Islands,Online,Business,Yes
TRANS000419,CUST00960,2024-02-29,28179.83,Credit,USD,COUNTER8456,Gabon,Branch,Investment,Yes
TRANS000420,CUST00059,2024-10-23,1390.14,Transfer,USD,COUNTER4613,Indonesia,Online,Investment,No
TRANS000421,CUST00972,2024-11-07,2602.06,Transfer,EUR,COUNTER1087,Sierra Leone,Online,Investment,No
TRANS000422,CUST00382,2024-05-24,11803.84,Transfer,EUR,COUNTER9617,Solomon Islands,Branch,Investment,Yes
TRANS000423,CUST00344,2024-11-02,68298.59,Credit,USD,COUNTER5880,Indonesia,ATM,Business,Yes
TRANS000424,CUST00059,2024-04-08,76531.55,Debit,GBP,COUNTER7710,Burundi,Branch,Personal,Yes
TRANS000425,CUST00085,2024-01-29,20282.8,Credit,JPY,COUNTER3861,Turkmenistan,Branch,Personal,Yes
TRANS000426,CUST00103,2024-05-09,88044.34,Debit,EUR,COUNTER1373,Tunisia,Branch,Personal,Yes
TRANS000427,CUST00204,2024-07-30,85725.46,Transfer,GBP,COUNTER4618,Sao Tome and Principe,ATM,Investment,Yes
TRANS000428,CUST00756,2024-10-30,32292.48,Credit,USD,COUNTER7385,Liechtenstein,Online,Investment,Yes
TRANS000429,CUST00784,2024-10-15,87230.21,Credit,USD,COUNTER1657,Finland,Branch,Business,Yes
TRANS000430,CUST00096,2024-07-28,57712.46,Debit,GBP,COUNTER8580,Iraq,ATM,Business,Yes
TRANS000431,CUST00212,2024-04-01,75456.39,Transfer,USD,COUNTER4436,Netherlands,ATM,Business,Yes
TRANS000432,CUST00683,2024-06-05,22750.33,Transfer,JPY,COUNTER6537,Indonesia,ATM,Personal,Yes
TRANS000433,CUST00155,2024-01-20,75019.0,Credit,GBP,COUNTER4545,Saint Kitts and Nevis,ATM,Business,Yes
TRANS000434,CUST00984,2024-01-14,42777.96,Debit,GBP,COUNTER6490,Dominica,Online,Personal,Yes
TRANS000435,CUST00041,2024-06-06,99827.64,Transfer,JPY,COUNTER9438,French Polynesia,Branch,Investment,Yes
TRANS000436,CUST00825,2024-05-04,55047.14,Credit,EUR,COUNTER5843,French Guiana,Online,Investment,Yes
TRANS000437,CUST00122,2024-10-12,99036.6,Credit,JPY,COUNTER8606,Philippines,ATM,Business,Yes
TRANS000438,CUST00270,2024-04-23,40981.77,Debit,GBP,COUNTER2514,Cuba,Branch,Personal,Yes
TRANS000439,CUST00271,2024-06-12,26413.95,Credit,JPY,COUNTER8482,Guam,ATM,Investment,Yes
TRANS000440,CUST00551,2024-04-07,54544.88,Debit,JPY,COUNTER5076,Papua New Guinea,Online,Business,Yes
TRANS000441,CUST00753,2024-09-06,90570.58,Debit,JPY,COUNTER3707,India,Online,Business,Yes
TRANS000442,CUST00301,2024-10-12,67465.26,Transfer,GBP,COUNTER4124,Israel,Online,Investment,Yes
TRANS000443,CUST00411,2024-04-23,15186.33,Credit,USD,COUNTER2144,Togo,Branch,Investment,Yes
TRANS000444,CUST00084,2024-05-19,8006.83,Debit,GBP,COUNTER1755,Maldives,Branch,Personal,No
TRANS000445,CUST00425,2024-09-13,12968.96,Transfer,GBP,COUNTER5234,Iraq,Branch,Investment,Yes
TRANS000446,CUST00495,2024-10-19,81344.54,Transfer,EUR,COUNTER2384,Kenya,Branch,Personal,Yes
TRANS000447,CUST00739,2024-04-29,37847.57,Debit,EUR,COUNTER9940,Trinidad and Tobago,Online,Business,Yes
TRANS000448,CUST00252,2024-04-26,20947.58,Transfer,USD,COUNTER8559,Netherlands Antilles,Branch,Personal,Yes
TRANS000449,CUST00625,2024-03-18,61172.39,Transfer,USD,COUNTER7486,El Salvador,Branch,Business,Yes
TRANS000450,CUST00849,2024-07-11,8923.01,Transfer,USD,COUNTER7401,Morocco,Online,Personal,No
TRANS000451,CUST00979,2024-02-05,12806.71,Transfer,USD,COUNTER1377,Lao People's Democratic Republic,ATM,Business,Yes
TRANS000452,CUST00743,2024-02-23,41740.32,Transfer,GBP,COUNTER3454,Colombia,Online,Personal,Yes
TRANS000453,CUST00625,2024-09-01,67440.8,Transfer,JPY,COUNTER6396,Burundi,ATM,Personal,Yes
TRANS000454,CUST00940,2024-08-29,70238.22,Transfer,GBP,COUNTER6938,Malta,Online,Personal,Yes
TRANS000455,CUST00128,2024-04-16,77871.17,Debit,GBP,COUNTER3030,Jordan,Branch,Investment,Yes
TRANS000456,CUST00977,2024-03-03,24014.49,Transfer,JPY,COUNTER8705,Guinea,ATM,Personal,Yes
TRANS000457,CUST00005,2024-06-16,82245.27,Credit,GBP,COUNTER6601,Iraq,Online,Business,Yes
TRANS000458,CUST00409,2024-05-07,12374.22,Credit,JPY,COUNTER2059,Tanzania,ATM,Business,Yes
TRANS000459,CUST00029,2024-08-25,14017.86,Credit,USD,COUNTER9196,Grenada,Branch,Business,Yes
